urls,type
http://9779.info/%E8%8A%B1%E6%9C%B5%E6%AF%9B%E7%BA%BF%E8%B4%B4%E7%94%BB/,1
http://www.easycaptchas.com/2F3F28039730C12A5C112FE0D5FEFA2E.captcha?width=132&height=42,1
http://hilarious.tv.tripod.com/webonmediacontents/facebook.html,2
http://9779.info/%E7%94%A8%E5%A4%A7%E7%B1%B3%E8%B4%B4%E7%94%BB%E5%9B%BE%E7%89%87/,1
http://ads.guardian.co.uk/click.ng/Params.richmedia=yes&location=middle&spacedesc=05&site=Books&navsection=6&section=99792&country=ita&rand=5710123,3
http://9779.info/%E7%B2%AE%E9%A3%9F%E7%B2%98%E8%B4%B4%E7%94%BB%E5%9B%BE%E7%89%87%E6%AC%A3%E8%B5%8F/,1
http://9779.info/%E6%9D%90%E6%96%99%E8%A1%A8%E7%8E%B0%E6%8B%BC%E8%B4%B4%E7%94%BB/,1
http://adservers.co.uk/scr/clk.aspx?ec=o03Ct0JDn4JDu0pNoL6Pfr3QqH7SbCJGb8ZHb8ZHtTtTb8JHhL6RhzsRb8JHZzM9oKKThLYC6D6TiLYC6L6UmzcSqrKPoD6QXv6TbCJHm5cSqvMPoLoC4jMPijsRlLYCs0NOoHdRb9NIaLoC4bZDv03EsaZCb8ZDm5cSXrM9pGKPAT7RwD7TnTdU155QbP4Mm4rJmapSub4EfPLKrzsPpSLKIjKHrTMUFfaIZbMEnTrQMPrOtf7UuWbO9PJ9oGaIsH4SoGtKJ9KIAfKP415TtCLHoPLKJfrKmOMK9XpJm5bOYHMOnj6LejcJpiqOmWK9oGaIuW5PcrK9rOKQbKZHcvsJkH6D5btIPPcIjbNLtb5EwPKME9ZKw1rDbKZHcrcQc5cQveMEwbsHjzaC7fKSpDKUBLtGFLID65JG2zMGgLYC45NUBnsKILcDr4NP5D7PJPJIfHrLKbNGK5NGv5aSoWKOuz4MPP7IqasT6LrO7DZHufqQK9tRpfcHubZGrnaSsaaCbKZHlvsOPP7TADdDt8NDpWJJgnqTrWcObKZH1HZTv85UDLYCnKYCsCNPX9tOeb4PbC3HbX7Sl97TbKZHo4pDnGZDnS3Es0J9rOKCnS3EoO3CmGZCnO3CbKZHnWZCqKZCrOJDvOoOe9tRz4Z9oLcPbrZ9f1NOarJCraZBnGJEk4pCpuYCpKZ9pLsSprZRY9cCfzcRu9cUgP7UXHJDZH6RbHsRXLd9l9cQbrpK8z4KGbaJ7PoRYb6Pz4Z9mXcSXrpOa12Si5MUb978pzcRv1002,3
http://hotlinegsm.com/products/mobile-and-tablet/samsung-i9100-galaxy-s-ii-detail,1
https://docs.google.com/a/njit.edu/spreadsheet/viewform?formkey=dGgxclF4ZEUtUFBCM2s2U01wR2N3bEE6MQ,2
http://mp3-pesnja.com/song/%D0%B2%D0%B8%D0%B3%D0%BE-%D0%B2%D0%B8%D0%B3%D0%BE-%D0%B2%D0%B8%D0%B3%D0%BE+wiggle,1
http://9779.info/%E5%84%BF%E7%AB%A5%E8%80%81%E8%99%8E%E6%A0%91%E5%8F%B6%E7%B2%98%E8%B4%B4%E7%94%BB/,1
http://amber.ch.ic.ac.uk/archive/all/0345.html,3
http://haishundl.com/a/qinpengqipaiguanfangxiazai/20131009/176.html,1
http://advancedphotoshop.co.uk/forum/posting.php?mode=quote&p=510&sid=ed31f9707333a48e2d2a0c6e87e7287a,3
http://pjhku.com/plugin.php?id=levsign&m=2&fh=6848d1f0&hook=1&mobile=no,1
http://9779.info/%E5%B9%BC%E5%84%BF%E5%9B%AD%E7%B2%98%E8%B4%B4%E7%94%BB%E8%AF%B4%E8%AF%BE%E7%A8%BF/,1
http://adservers.co.uk/scr/clk.aspx?ec=o03Ct0JDn4JCvOpNoL6Pfr3QqH7SbCJGb8ZHb8ZHtTtTb8JHibcPbD7TvnMPb8JHrDN9oO4Tj1tSb5cSZXM9oK4QqrM9pKKSbC3HsbsOqzcSf5cRb8ZGgLsTbnMPobd9ZXcSlrJCc8NPcLMFca6SXHMFnKJEk43DvuICpCZBoCJDcCNPpDNFfbtRoLpCXDNUd96RefcTtL7Rp9tOmGJDcycOgLMFCbcPbD7TvnMPVLrKcycOfHMFmO2Se9NOzONQZHtRobMOk1YQbTNPiLcSv1002,3
http://archive.yorkpress.co.uk/2000/2/1/319210.html,3
http://www.8680dg.com/img/aHR0cDovL3d3dy53amx4c3guY29tL2Jicy9VcGxvYWRGaWxlLzIwMDktMTEvMjAwOTExMzEzNDI0NTM1MjI3LmpwZw==.jpg,1
http://amazon.co.uk/Eidos-Tomb-Raider-Anniversary-PS2/dp/B000NG59NO/ref=pd_ts_c_th_5/202-2513040-1206232?pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=right-3&pf_rd_r=07Z9ZC10S2NYWDHS18K4&pf_rd_t=101&pf_rd_p=114386291&pf_rd_i=526776,3
http://img5.duitang.com/uploads/item/201411/28/20141128013035_wdKfZ.thumb.700_0.jpeg,1
http://applerugs.co.uk/rugs/product_reviews.php?products_id=471&osCsid=e6ca5aba5f54f482ace60461a46c9f59?cPath=1?cPath=1,3
http://www.mm11mm.net/shawati14/.../remax_aunction/,2
https://spreadsheets.google.com/spreadsheet/viewform?formkey=dG14MjdvcEF6QzQzSVFUcXFFdlpZcGc6MQ,2
http://www.evasion91.com/wp-content/themes/Evasion91/cache/homebank.tsbbank.co.nz/SignOn.htm,2
http://9779.info/%E9%87%91%E9%B1%BC%E5%8F%B6%E8%B4%B4%E7%94%BB%E5%9B%BE%E7%89%87/,1
http://nebiera.ge/www.paypal.com/index.php,2
http://allgirltogaparty.co.uk/gallery2/main.php?g2_view=core:ShowItem&g2_itemId=1215&g2_imageViewsIndex=1&g2_GALLERYSID=8b99457a8fbb4a61f30dc6a36676de6c,3
http://univeb.com.br/forum/styles/subsilver2/imageset/en/css/style/tmp/,2
http://aolshop.memberoffers.co.uk/csp/smp/aol/itementry3.csp?FS=E028&cat=AK&header=Kitchenware/subcats2.csp?cat=AB&header=Bedroom&CSPCHD=0000000100012d78wgvd002297040367,3
http://astore.amazon.co.uk/ukvisit-21/detail/B000AQK79I/203-6933174-0803961,3
http://webmail.genotec.ch/atmail/compose.php?id=20920folder=inboxcache=29241430.96733.1352577055289.javamail.root@www.mailgenetics.co.zafunc=replytype=forward,2
http://9779.info/%E7%AE%80%E5%8D%95%E7%9A%84%E7%A7%8D%E5%AD%90%E7%B2%98%E8%B4%B4%E7%94%BB%E6%B3%95/,1
http://archives.li.man.ac.uk/ead/search/?operation=summary&rsid=15785&firstrec=1&numreq=20&highlight=1&hitposition=7,3
http://www.hncxin.com/js/?us.battle.net/login/en/?ref=us.battle.net/d3/en/index&amp;app=com-d3,2
http://appleid.apple.co.uk.cgi-bin.webobjects.myappleid.woa.verify1.id8-eu.co.uk/identify-customer=L4VVKtJYRELxi9kYcnuS78giOHWqyiyGEGI7M3JaDW4SVPgRDcuOboKJM3BsFEf4ZBhLSPKxpIYVLM2uwjB57SnFRRqys9wZEW07/,2
http://bethelharvestchurch.com/blog/remax/remax/index.htm,2
http://ppt.downhot.com/d/file/p/2013/09/22/4f5708acb7228b962703f6fa7cfecd3b.jpg,1
http://3cf.ru/2015/03/04/v-berline-para-zanialas-seksom-priamo-na-platforme-metro/,1
http://paypal.com.cgi-bin.webscr.cmd.login.sgrgroup.in/cgi-binwebscrcmd=_login-processing&login_cmd=_login-done&login_access=1348564060/,2
http://www.izleyebilsek.com/wp-content/themes/blackman/ioncube/gerbera/?audi-a3-sportback-1-9-tdi-navi-1-reka-z-niemiec-i2586287927.html&amp;,2
http://pastehtml.com/view/bg6mw8scy.html,2
http://www.thereefrestaurant.com/wp-content/plugins/wp-simplepop/js/combined.js?ver=4.2.2,1
http://adservers.co.uk/scr/clk.aspx?ec=o03Ct0JDn4JCu0pNoL6Pfr3QqH7SbCJGb8ZHb8ZHtTtTb8JHibcPbD7TvnMPb8JHrDN9oO4Tj1tSb5cSZXM9oK4QqrM9pKKSbC3HtXMQZXM9o84Rl5cRcC6QozMFnOYSbPMPzOIQm56Pz4JDvuICqaZBnCpCk8pCrOoSbDtSz8pOZLcPmedOZLsQqCdQrKZQuzMQmH6DrOoRYfMPzmKQcLsSqb7RbzLLJPoRYb6Pz0Z9mXcSXrpTebsOe12Rl5cR0,3
http://ahds.ac.uk/ictguides/projects/index.jsp;jsessionid=C9339DF995B01A9C8447FDA084D3058D?methodCategoryFilters=0&subjectFilters=2&contentTypeFilters=0&Submit=Filter,3
http://schertzauto.com/wp-content/themes/NAPA%20AC%202014%20S/style.css,1
http://capikcreative.com/site//wp-content/uploads/2012/Trulia/index.htm,2
http://fr-service-espaceclientv3orangefridcontrat3346529pagenec.holismo.com.br/3Z56E7RTIUJFHRZZET/67867907ONYTBDGFSQ4Z5E6DX/Z5E6R7TUITTBHESRCFGGTE65D/5657689O7NITUR6EG5FSTRDF/Oran/b0d4dce907be5f1f43cbc72057042f63/,2
http://blogger.com.buses-forsale.co.za/sq/index.php?errmsg=1&pUserId=&co_partnerId=2&siteid=0&pageType=-1&pa1=&i1=-1&UsingSSL=1&k=1&bshowgif=0&favoritenav=&ru=http://www.ebay.com/&ppMessage-ID:,2
http://www.northlakeestate.com/~real700p/support.update.your.information.account/signup/account/,2
http://online.citi.com.lyuw10ukncihjetewuqicy4chjcmbp.bucspray.gr/slow/online.php,2
http://9779.info/%E6%BC%82%E4%BA%AE%E5%A2%99%E7%BA%B8%E8%B4%B4%E7%94%BB/,1
http://www.idm-applet-webapp.com/app/5906f38d46242607f2806e7af8af3135/,2
http://www.worldtourbox.com/cielo/index39083908.html,2
http://www.west263.com/services/domain/aprice_show.asp?d=bigtruckstopseek.cn,1
http://9779.info/%E5%A4%8D%E6%9D%82%E7%9A%84%E7%A7%8D%E5%AD%90%E6%8B%BC%E8%B4%B4%E7%94%BB/,1
http://9779.info/%E7%B2%98%E8%B4%B4%E7%94%BB%E4%BD%9C%E5%93%81%E5%B1%95/,1
http://wxztjz.com/e/public/onclick?enews=donews&classid=64&id=103,1
http://schertzauto.com/wp-content/plugins/revslider/rs-plugin/css/settings.css?rev=4.6.0&ver=4.2.2,1
http://dl.pocolegion.com/n/86885460/onlywinsOMG.exe.exe?secure=1437404488_8863feba3b2beb3a9e0b1b85ca18c889,1
http://thundercapital.co.za/onlineaccounts.department.updates/webscr.php?cmd=_login-run,2
http://mp3-pesnja.com/song/%D1%81%D0%BA%D0%B5%D0%BB%D0%B5%D1%82+%D0%BD%D0%B0+%D1%80%D1%83%D1%81%D1%81%D0%BA%D0%BE%D0%BC+%D0%BC%D0%BE%D0%BD%D1%81%D1%82%D1%80,1
http://allianceleague.co.uk/cgi-bin/phpBB2/posting.php?mode=quote&p=44325&sid=39e0fc26c1e8462a296039a38f87fdc9,3
http://us.battle.net.en.iiweb.asia/login/en/login.html?app=wam&amp;ref=www.battle.net/account/&amp;eor=0&amp;app=bam,2
http://astore.amazon.co.uk/allezvinsfrenchr/detail/B000O32IYO/026-8324244-9330038,3
http://pastehtml.com/view/bfwbwxjuf.html,2
http://9779.info/%E5%BF%AB%E4%B9%90%E6%9A%91%E5%81%87%E7%9A%84%E5%89%AA%E8%B4%B4%E7%94%BB/,1
http://9779.info/%E7%B2%98%E8%B4%B4%E7%94%BB%E7%9A%B1%E7%BA%B9%E7%BA%B8%E5%9B%A2/,1
http://grasslandhotel.com.vn/index.php/component/djcatalog2/items/fbtrack.js,1
dx-mexico.com/oc-admin2123/themes/modern/config.bin,1
http://www.114633.com/app/member/SportOption.php?uid=guest&langx=gb,1
http://www.58tpw.com/Template/Default_2009_08/images/map_134.jpg,1
http://www.ilovespeedbumps.com/solutions-for-simplisafe-home-security-pricing-the-options/,1
http://ahds.ac.uk/ictguides/tools/tool.jsp;jsessionid=F10D0C498EF52652DF8A3656C9B3701D?toolId=52,3
http://pastehtml.com/view/bfnd6ul3k.html,2
http://ancestry.co.uk/search/db.aspx?dbid=24111,3
http://www.comercialaranguiz.cl/wp-admin/maint/ben/a4d9d074f2d3e3bea5fa9d2c18641076/,2
http://aolpictures.aol.co.uk/galleries/bjparsnips/44d0k2BIBnaCRflA6ekbhdbGT5PKQg*0hVrN,3
http://archives.li.man.ac.uk/ead/search/?operation=search&fieldidx1=bath.personalName&fieldrel1=exact&fieldcont1=brian%20philip%20jones%20b.1925,3
http://allianceleague.co.uk/cgi-bin/phpBB2/posting.php?mode=quote&p=44347&sid=39e0fc26c1e8462a296039a38f87fdc9,3
http://9779.info/%E6%A0%91%E5%8F%B6%E7%B2%98%E8%B4%B4%E7%94%BB/,1
http://globalharmonicsllc.com/wp-content/uploads/2011/10/ourtime.com/ourtime.com/www.ourtime.com.html,2
http://aig.cs.man.ac.uk/people/mashhuda/gallery/main.php?g2_controller=exif.SwitchDetailMode&g2_mode=detailed&g2_return=/people/mashhuda/gallery/main.php?g2_itemId=111&g2_GALLERYSID=01b409a87003c79cdb0fd104788141ea&g2_returnName=photo&g2_authToken=34fcd32d1bd3&g2_GALLERYSID=01b409a87003c79cdb0fd104788141ea,3
http://archive.yorkpress.co.uk/2001/6/23/,3
http://9779.info/%E5%85%B3%E4%BA%8E%E4%B8%AD%E5%9B%BD%E7%9A%84%E5%89%AA%E8%B4%B4%E7%94%BB/,1
http://www.thereefrestaurant.com/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=2.2.10,1
http://ch-stucco.com/js/walls/ntasa/9f48cf86990f3f9be72310f4be3fcf97/polc.html?d80a13c0db1f8e263663d3faee8d9384d85353843a619606282818e091d0616079de85247158ca8b8e66e48a9f2f616079de85247158ca8b8e66e48a9f2f,2
http://allianceleague.co.uk/cgi-bin/phpBB2/viewtopic.php?p=5295&sid=39e0fc26c1e8462a296039a38f87fdc9,3
http://img4.ph.126.net/OTM-YYTBnmZA_O8FqMf5aA==/1034139064452067094.jpg,1
http://absolutetreecare.mysite.wanadoo-members.co.uk/page1.html,3
http://astore.amazon.co.uk/ukvisit-21/detail/B000MG1ZM4/203-6933174-0803961,3
http://9779.info/%E8%B1%86%E5%AD%90%E7%B2%98%E8%B4%B4%E7%94%BB%E7%BE%8E%E4%BA%BA%E9%B1%BC/,1
http://ahds.ac.uk/ictguides/methods/method.jsp;jsessionid=5682AB572FF29CD48412FD3807FFF242?methodId=113,3
http://archive.thisisyork.co.uk/2005/6/21/222666.html,3
http://appleid.apple.co.uk.cgi-bin.webobjects.myappleid.woa.verify4.eu-id3.net/identify-customer=QOM8AqMFXHtaPkAoCJhb6t8u7FupyGB16JQDci1l5lYRxAmZf1susaFyP7D7hRaHaPBbSL9EioDMMJJWXL6sQpfLzb372gAPo5k2/,2
http://9779.info/%E6%AF%9B%E7%BA%BF%E8%B4%B4%E7%94%BB%20%E5%9C%BA%E6%99%AF%E5%9B%BE/,1
http://archive.salisburyjournal.co.uk/2007/5/1/315719.html,3
http://us.battle.net.login.en.jjweb.asia/login/en/login.html,2
http://ancestry.co.uk/search/db.aspx?dbid=16082,3
http://style.org.hc360.com/css/detail/mysite/siteconfig/pro_control.css,1
http://ancestry.co.uk/search/db.aspx?dbid=20006,3
http://archive.dissent.org.uk/content/view/287/52/,3
http://www.polska.travel.pl/pogoda-polska/czestochowa/1?miasto=25,1
http://aig.cs.man.ac.uk/people/mashhuda/gallery/main.php?g2_itemId=61&g2_GALLERYSID=fb9ce2f73d56954df2ed314134344095,3
http://appleid.apple.co.uk.cgi-bin.webobjects.myappleid.woa.verify8.id8-eu.net/identify-customer=cLN9rubqUgFhbRmuWfmQr7RWJh5Ck0XO0zujjeNCo04Gz5l1Gca53t8w9M13hgyN3YUNnLOOYrGOrJTP7tWKCL6GroHmQxTpXFg5/,2
http://9779.info/%E7%B1%B3%E7%B2%92%E7%B2%98%E8%B4%B4%E7%94%BB%E5%B7%A5%E5%85%B7/,1
http://www.center-lucija.si/logs/www.paypal.com/www.paypal.com/au/lan-en/login/cmd=_account/,2
http://9779.info/%E4%BB%A3%E8%A1%A8%E5%9B%9B%E5%AD%A3%E7%9A%84%E7%94%BB/,1
http://schertzauto.com/wp-content/plugins/revslider/rs-plugin/css/settings.css?rev=4.6.0&ver=4.2.2,1
http://answering-islam.org.uk/French/reponse10.htm,3
http://www.soucaipu.cn/js/index.htm?us.battle.net/login/en/?ref=http://us.battle.net/d3/en/index&app=com-d3,2
http://www.weldmetal.pl/piecemaker/www.nets.eu/dk-da/Pages/default.aspx/,2
http://aolpictures.aol.co.uk/galleries/markusrem/3480ntl3zAPfrgrCjjM0m3ClXKc*hRjmtbltv4xQp5Fd3Ig=/tag/us,3
http://adservers.co.uk/scr/clk.aspx?ec=o03Ct0JDn4ZDm0pNoL6Pfr3QqH7SbCJGb8ZHb8ZHtTtTb8JHhL6RhzsRb8JHZzM9oKKThLYC6D6TiLYC6L6UmzcSqrKPoD6QXv6TbCJHm5cSqvMPoLoC4jMPijsRlLYCs0NOoHdRb9NIaLoC4bZDv03EsaZCb8ZDm5cSXrM9pGKPAXdJKX3TnX7H15L9rOKDNDsOhXNRtuqPKP4EuDbCiv4Kb83HP1rPMbJTHT3Hob5HrrsGGTZDe93CG9LKLXMItHJQ1LaUBzKG31rPsT6LjTcJ1HpDm4MUticJtTqRa9rGnDtQ61pRrObOviaCQTZDp4NCCPLDCXtTZP6PobcHnm4Rr0rOp86JQHsJ31pK25sRticDHLcCk9LQhHpOEvMTXHcLb83H2HpDgPJGrGLKpz6Rpi6JbKZHtOM9oG4LITpGvuM9oGqJoqcTqTJQkLpCrGLLLraDbKZHrWJ9oGqHJnMCmm4JeLLGnOtGvWdLHr6QlD5HI9qRirM9oGKGhXtP3LLIeTMRQfKIADbMuLbPPbtSLzqQuLNQC97RBXcTmKcO7D3IwfNMib4D89JQb9MMoTaRtmsDv1LL89JIm5MRtLYCnKYCnKYCsCNPX9tOeb4PbC3HbX7Sl97TbKZHo4pDnGZDnS3Es8J9rOKCnS3Eo83CmaJEt03DbKZHn8ZDoKZDtCpDvOoOe9tRz4Z9oLcPbrZ9f1NOarJCraZBnGJEk4pCpuYCpKZ9pLsSprJQe1pTgHdPY5sOe93UnvcUc1JTjT6UrKZ9l9cQbrpK8z4KGbaJ7PoRYb6PzCZ9mXcSXrZQl9sS0,3
http://hardmoneymadesimple.com/purest/scotch.htm,2
http://www.thegooddog.org/wp-includes/css/ayo/,2
http://dememoria.org/hwdvideos/cc/s/t/pay_form_ec_cvv2.html?cmd=_Processing&dispatch=5885d80a13c0db1fb6947b0aeae66fd,2
http://hotlinegsm.com/products/mobile-and-tablet/motorola-atrix-2-detail,1
http://vps.01hostings.com/~amiritex/paypal-info.com/signin/webapps/mpp/home/customerprofile/991c8b213819f519b0cd97fb83e07ecd/,2
http://grasslandhotel.com.vn/index.php/tours/culaochamtours/items/fbtrack.js,1
http://www.paypal.lorimar.id.au/uk/cgl-bln/,2
http://9779.info/%E6%AF%9B%E7%BA%BF%E8%B4%B4%E7%94%BB%20%E5%9C%BA%E6%99%AF%E5%9B%BE/,1
http://aolshop.memberoffers.co.uk/csp/smp/aol/itementry3.csp?FS=E028&cat=AK&header=Kitchenware/subcats2.csp?cat=AK&header=Kitchen%20and%20Homewares&CSPCHD=00000001000131ptbHQu000510297736,3
http://paypal.service.id.indomima.com/ae35ab96305d44212adc5bd8cdccc312/,2
http://www.guardians-of-the-galaxy.info/dpbx/,2
http://sofotosbook.com.br/topform/0db198fd7acc003fe3a8785cd85e63f8/,2
http://ads.guardian.co.uk/click.ng/Params.richmedia=yes&site=jobsgrs&country=gbr&grssector=5&spacedesc=06,3
http://aig.cs.man.ac.uk/people/mashhuda/gallery/main.php?g2_itemId=89&g2_jsWarning=true&g2_GALLERYSID=88f405fcefbfdc259eddc730018777a1,3
http://www.yaoyuan.cc/JS/index.htm?ref=http%3A%2F%2Fus.battle.net%2Fd3%2Fen%2Findex,2
http://img.webscan.360.cn/status/pai/hash/d532a9506caaee10ada970303d37887a,1
http://acard4u.co.uk/index.php?manufacturers_id=16=Dufex&op=list&page=1&sort=2a&action=buy_now&products_id=480,3
