,ip_in_URL,random_words,avg_len_random_words,english_words,avg_len_english_words,http_in_URL,semicolon_in_URL,AND_in_URL,URL_length,underscore,//,@,hash,https,alphabets_in_URL,uppercase_letters_inURL,lowercase_letters_inURL,uppercase_letters_ratio_inURL,lowercase_letters_ratio_inURL,Special_char_in_URL,Special_char_ratio,numbers_ratio_inURL,numbers_inURL,alphabet_ratio_inURL,fd_length,fd_length2,tld_length,tld_length2,has_server,has_login,has_client,has_admin,count_dir,count_dir2,short_url,short_url2,short_url3,number_subdom,domain_length,dots_in_domain,hyphens_in_domain,url_type
Special_char_in_URL,-0.017144320176177178,0.5604382639092548,-0.5770941271549317,0.8292374168344415,-0.4820104760651863,0.18357911549822506,-0.011785564470918046,0.052437916607050425,0.32097364483744056,-0.014323170986498693,-0.017488854716032676,-0.013400465731874079,-0.00422047904586766,0.05063668262991937,0.014513522250709085,0.2402611925412886,-0.23171651123346163,0.5421028876108969,-0.6880931024292597,1.0,0.8393884199109077,0.4744169688200921,0.5975584238492435,-0.6398345350781359,0.1567557089422916,0.1567557089422916,-0.06368895475207575,-0.06368895475207575,-0.04709366986784661,-0.049692339162345125,-0.001256479608643357,-0.030201874908414944,-0.1480105498613413,-0.1480105498613413,0.0749998795289775,0.0749998795289775,0.0749998795289775,-0.0825361251111836,-0.1763224552380366,-0.15706127804576378,-0.044634076838348434,-0.08052284744242398
Special_char_ratio,-0.020975507108727712,0.36745103181439553,-0.7030294537544294,0.6346382637315108,-0.5812114253483439,0.08252040858918851,-0.021443236221664448,0.04985465298249166,0.13819142754106126,-0.051531608427612396,-0.024585046274268517,-0.01611657679609784,-0.0027003378213572623,0.00286721098186331,-0.11138436639212329,0.1858748477737029,-0.3977045505130844,0.6644076750397736,-0.8352327118305245,0.8393884199109077,1.0,0.5576316108669483,0.42763068225886386,-0.7724957312709936,0.3617553809143908,0.3617553809143908,-0.032761356061199606,-0.032761356061199606,-0.057644169858536716,-0.05708047227544711,-0.010575155369361076,-0.03925789155918055,-0.21357980753585978,-0.21357980753585978,0.09026428018695437,0.09026428018695437,0.09026428018695437,-0.10352630731202014,-0.22480632296127598,-0.19414205186118783,-0.05509254565613123,0.035687393160251754
numbers_ratio_inURL,0.05193326403440212,0.27571537152712505,-0.6396263552860767,0.42300197146453605,-0.5843808227582623,-0.00038359968776638013,-0.0242913547278696,-0.020544983033614992,0.15760657842338374,0.036732829084180595,-0.06099173566210024,-0.01795238540403683,0.001741830036762973,-0.05182096767267359,-0.09625877922797861,0.17499160110049805,-0.35909010002847036,0.47947032154416175,-0.8537454823495086,0.4744169688200921,0.5576316108669483,1.0,0.6417084513425273,-0.9197081177474108,0.1965156800649483,0.1965156800649483,0.06711708560414283,0.06711708560414283,-0.019214823251192024,-0.09136667530519027,-0.010567049321077451,-0.02851817400718384,-0.01847510601811058,-0.01847510601811058,0.1297002968716617,0.1297002968716617,0.1297002968716617,-0.0016277072852730018,-0.05343323078576038,-0.005945137239492548,-0.021721808789153453,0.15776665298137274
numbers_inURL,0.01578582187060681,0.7966266940364197,-0.4145839244486787,0.6847117512040468,-0.4739151018744386,0.11270248218152162,-0.008053540202061522,0.06371528416507033,0.7564164284954348,0.14086783335641212,-0.02310776143317014,-0.009500860794995292,-0.0018476948238269825,0.028603567947225877,0.501269746341716,0.6384810719717856,0.20854958261467924,0.5674040211287117,-0.6326057027329673,0.5975584238492435,0.42763068225886386,0.6417084513425273,1.0,-0.5432711804813669,0.052426749635856765,0.052426749635856765,0.044976627735947954,0.044976627735947954,0.2807332577782793,-0.04840175805056426,0.00771650203935399,-0.01805441492986135,-0.06009196328130266,-0.06009196328130266,0.08991053990245684,0.08991053990245684,0.08991053990245684,-0.005882084679040038,-0.03879753629245641,-0.009645043523451899,-0.0016817461487821993,0.02041395044659205
alphabet_ratio_inURL,-0.04178059482563317,-0.2396478156291937,0.7912115351019811,-0.5059085678938158,0.6333581207051279,-0.04971321423009913,0.01907401835769216,-0.0036597109480590475,-0.044691562704527295,-0.011207091014573322,0.012394902830167878,0.025195668802038246,-0.0006008253539238394,0.05525485662933419,0.2392497168609678,-0.08778985271362769,0.5203506933661709,-0.5051402324224916,0.9209704869953927,-0.6398345350781359,-0.7724957312709936,-0.9197081177474108,-0.5432711804813669,1.0,-0.253437078169291,-0.253437078169291,-0.03701569181640082,-0.03701569181640082,0.11595162696823252,0.06531298968734686,0.01925017544024322,0.0423282101214843,0.08196191631768175,0.08196191631768175,-0.12113187711715621,-0.12113187711715621,-0.12113187711715621,0.0606050465221779,0.1637634755943429,0.09244213665782107,0.06053380072019768,-0.1306511838471452
fd_length,-0.011560099618835917,0.047462867777166594,-0.22915614994845562,0.10380955947044153,-0.21326889333338983,-0.07300818539808865,-0.03667938518534022,-0.11544723453907449,-0.006345134813040058,-0.06332330999795811,-0.04841376394796165,-0.008508390170049363,-0.008125126530113701,-0.0529482106757659,-0.04304192045522533,0.05647590344970917,-0.13722562578749106,0.36425917819502257,-0.3400605076239988,0.1567557089422916,0.3617553809143908,0.1965156800649483,0.052426749635856765,-0.253437078169291,1.0,1.0,0.014784650917687171,0.014784650917687171,-0.04703969760060601,-0.061594633088857625,-0.011991391554622834,-0.02032464165241393,-0.30836364046563947,-0.30836364046563947,0.08050069949734667,0.08050069949734667,0.08050069949734667,0.26762005422964313,0.1468776300387681,0.15277383043845127,0.1901403865470985,0.11380698275334378
fd_length2,-0.011560099618835917,0.047462867777166594,-0.22915614994845562,0.10380955947044153,-0.21326889333338983,-0.07300818539808865,-0.03667938518534022,-0.11544723453907449,-0.006345134813040058,-0.06332330999795811,-0.04841376394796165,-0.008508390170049363,-0.008125126530113701,-0.0529482106757659,-0.04304192045522533,0.05647590344970917,-0.13722562578749106,0.36425917819502257,-0.3400605076239988,0.1567557089422916,0.3617553809143908,0.1965156800649483,0.052426749635856765,-0.253437078169291,1.0,1.0,0.014784650917687171,0.014784650917687171,-0.04703969760060601,-0.061594633088857625,-0.011991391554622834,-0.02032464165241393,-0.30836364046563947,-0.30836364046563947,0.08050069949734667,0.08050069949734667,0.08050069949734667,0.26762005422964313,0.1468776300387681,0.15277383043845127,0.1901403865470985,0.11380698275334378
tld_length,-0.14846597308441675,0.014022140189312035,0.006157723970251479,-0.07888377872884217,-0.046667284782921016,-0.016041593626744736,0.012793066033246219,0.07382601646319847,0.04465957680144767,0.11265224532748719,0.027150744159340993,0.006941402382785956,0.013919788201373086,-0.05281823218533149,0.05935694100405447,0.09162635466852166,0.007519811516623535,0.06841285252735967,-0.0565334906547269,-0.06368895475207575,-0.032761356061199606,0.06711708560414283,0.044976627735947954,-0.03701569181640082,0.014784650917687171,0.014784650917687171,1.0,1.0,0.0732233406682889,-0.047784118307107326,0.000476975987318661,-0.0107548370931741,-0.02568343293667641,-0.02568343293667641,-0.036374256141941994,-0.036374256141941994,-0.036374256141941994,0.17780568121941367,0.2467530426888573,0.37510261014548196,0.0767995699674169,0.3524048154491332
tld_length2,-0.14846597308441675,0.014022140189312035,0.006157723970251479,-0.07888377872884217,-0.046667284782921016,-0.016041593626744736,0.012793066033246219,0.07382601646319847,0.04465957680144767,0.11265224532748719,0.027150744159340993,0.006941402382785956,0.013919788201373086,-0.05281823218533149,0.05935694100405447,0.09162635466852166,0.007519811516623535,0.06841285252735967,-0.0565334906547269,-0.06368895475207575,-0.032761356061199606,0.06711708560414283,0.044976627735947954,-0.03701569181640082,0.014784650917687171,0.014784650917687171,1.0,1.0,0.0732233406682889,-0.047784118307107326,0.000476975987318661,-0.0107548370931741,-0.02568343293667641,-0.02568343293667641,-0.036374256141941994,-0.036374256141941994,-0.036374256141941994,0.17780568121941367,0.2467530426888573,0.37510261014548196,0.0767995699674169,0.3524048154491332
has_server,-0.003795446279739733,0.4174594699177318,0.11022906278749672,0.04283552632897009,-0.05718227044108518,-0.022905419706972262,-0.01169984193436529,-0.0450266517916394,0.5212700964384226,-0.03217387372321982,-0.023963596405446274,-0.007451189714352187,-0.0024282406132596066,-0.013818299207484673,0.5897728747172469,0.6211837960437077,0.3847660584184009,0.3058161269962675,-0.05772074932332239,-0.04709366986784661,-0.057644169858536716,-0.019214823251192024,0.2807332577782793,0.11595162696823252,-0.04703969760060601,-0.04703969760060601,0.0732233406682889,0.0732233406682889,1.0,-0.021439743560263166,0.015634639898382072,0.0918593245791366,-0.041074078530503426,-0.041074078530503426,-0.09844536099358389,-0.09844536099358389,-0.09844536099358389,-0.022986846401158754,0.010264518829862818,0.009757019067270672,0.004244150182456416,0.05326958424444715
has_login,0.035273826528382936,0.004591015814973672,-0.038317703089454896,0.00027215018487639753,-0.011041985934178935,0.303395156274569,0.2103349198899752,-0.0016586618441455693,-0.02049836133993345,-0.03109272152160574,0.2849803557728595,-0.011736357562636274,0.006577635532144103,0.06722056834771925,-0.006103954840174168,-0.03945569640813,0.031415906627763314,-0.07697325495748167,0.07999731077758027,-0.049692339162345125,-0.05708047227544711,-0.09136667530519027,-0.04840175805056426,0.06531298968734686,-0.061594633088857625,-0.061594633088857625,-0.047784118307107326,-0.047784118307107326,-0.021439743560263166,1.0,0.006721718673151978,0.034883689833908285,-0.0571067253845188,-0.0571067253845188,-0.024311015791332373,-0.024311015791332373,-0.024311015791332373,0.12076803371228857,0.13115784372675368,0.15069019541490922,0.07569463378170242,0.15127503943109738
has_client,0.01131713031385363,0.007858220260788385,0.02098434616819946,0.002706023023464273,0.008682049134841201,0.0729257994592351,0.001343367304036012,0.008760512928816914,0.015573610303752771,0.015963455311243987,-0.003024835024826814,0.00233846716175243,-0.000849024997132454,0.04621259350257998,0.01735536061613636,-0.0019783729614940787,0.033040464888674494,-0.005973750418251179,0.016035840512785133,-0.001256479608643357,-0.010575155369361076,-0.010567049321077451,0.00771650203935399,0.01925017544024322,-0.011991391554622834,-0.011991391554622834,0.000476975987318661,0.000476975987318661,0.015634639898382072,0.006721718673151978,1.0,0.006259572352668582,0.004548914162017847,0.004548914162017847,-0.0060161057591576065,-0.0060161057591576065,-0.0060161057591576065,0.005335090520550666,0.031701774624106935,0.013099678511269816,0.0335029118899373,0.014364542963724415
has_admin,0.020487485745133142,-0.020119359790585406,0.04014432751170589,-0.02265157231618041,0.05304483849866372,-0.01746590096021845,-0.005551496961442239,-0.02872810982716728,-0.014055832602652434,-0.007643437583782049,-0.02018071650198514,-0.003317405999488983,-0.0018327526053237078,-0.011363135533165957,-0.0039449344315729135,-0.01266069387359437,0.006545080355726615,-0.026898660863143492,0.04147404484092644,-0.030201874908414944,-0.03925789155918055,-0.02851817400718384,-0.01805441492986135,0.0423282101214843,-0.02032464165241393,-0.02032464165241393,-0.0107548370931741,-0.0107548370931741,0.0918593245791366,0.034883689833908285,0.006259572352668582,1.0,0.0691840447168672,0.0691840447168672,-0.008207869620737404,-0.008207869620737404,-0.008207869620737404,-0.004763351073754041,0.034108359117379576,0.019462731743680732,0.04633592534711964,0.069277709095357
count_dir,0.01185635053222453,-0.09181051681488596,0.15901419305374867,-0.06553271295324149,0.17048380064529256,-0.1346294636777486,-0.03748221082158732,-0.1909421387846141,-0.05252649743689287,-0.01890512831252687,-0.05294934557230052,-0.014503023012298256,-0.012183805240515705,-0.07529954933182104,-0.030337776735234866,-0.11238638226476523,0.06643761753987483,-0.21108515287829052,0.15209243607278675,-0.1480105498613413,-0.21357980753585978,-0.01847510601811058,-0.06009196328130266,0.08196191631768175,-0.30836364046563947,-0.30836364046563947,-0.02568343293667641,-0.02568343293667641,-0.041074078530503426,-0.0571067253845188,0.004548914162017847,0.0691840447168672,1.0,1.0,-0.04600276854236736,-0.04600276854236736,-0.04600276854236736,-0.060121076042316854,-0.02442224184840315,-0.02726360461752702,-0.06766817971352408,-0.12014298959201208
